Latitude,Longitude,Sample Date,pet,ppt,q,tmax,tmin,srad,soil,ws
-25.20639,27.558,02-02-2011,145.0,49.800000000000004,2.5,31.279999,17.81,266.3038,1.1,1.92
-23.281,30.54305556,03-02-2011,143.1,48.900000000000006,2.4000000000000004,30.91,19.5,275.10153,5.6,1.66
-28.801278,31.955389,03-02-2011,130.3,82.0,4.1000000000000005,30.23,20.82,256.50217,22.300001,2.46
-27.00222,28.76528,03-02-2011,124.0,58.6,2.9000000000000004,27.18,13.469999,254.2968,17.5,1.51
-27.02314,28.59389,03-02-2011,125.3,59.0,2.9000000000000004,27.55,13.7699995,253.69606,17.4,1.52
-27.3,28.586944,03-02-2011,124.200005,62.300000000000004,3.1,27.359999,13.58,252.80284,14.7,1.48
-30.679722,26.7125,03-02-2011,132.2,98.7,4.9,29.48,14.809999,256.3994,0.4,1.43
-28.460833,21.248889,03-02-2011,170.8,138.5,6.9,34.46,19.75,271.9002,0.0,2.1599998
-28.460833,21.248889,04-02-2011,170.8,138.5,6.9,34.46,19.75,271.9002,0.0,2.1599998
-29.140556,31.391944,07-02-2011,126.5,98.0,4.9,29.619999,20.58,250.59747,13.1,2.5
-25.99136,27.84208,07-02-2011,130.90001,50.7,2.5,28.17,15.36,257.4033,8.7,1.75
-24.058889,31.237222,07-02-2011,143.90001,28.700000000000003,1.4000000000000001,32.13,19.689999,271.40222,1.6,1.6899999
-26.73806,27.59194,07-02-2011,129.40001,60.400000000000006,3.0,27.769999,14.809999,254.59717,10.7,1.79
-30.86013889,29.07125,07-02-2011,118.6,59.7,3.0,27.699999,16.609999,234.50385,19.0,1.8499999
-27.356667,27.286389,07-02-2011,132.1,71.9,3.6,28.5,15.41,254.89755,10.900001,1.79
-28.058889,30.373611,07-02-2011,125.6,70.3,3.5,27.689999,14.719999,260.99985,19.4,1.5699999
-27.01011111,26.69808333,08-02-2011,134.7,84.7,4.2,28.93,16.039999,255.79866,4.4,1.87
-27.169444,29.233889,08-02-2011,121.700005,55.800000000000004,2.8000000000000003,26.23,12.88,257.1029,15.900001,1.52
-26.98472222,26.63227778,08-02-2011,134.8,86.0,4.3,29.109999,16.31,254.80269,6.2000003,1.8399999
-27.398611,26.614722,08-02-2011,136.2,87.9,4.4,29.51,16.449999,256.20178,3.7,1.77
-27.573056,24.746389,08-02-2011,149.2,121.4,6.1000000000000005,31.66,17.4,266.59625,0.5,1.89
-33.501667,21.624167,08-02-2011,145.3,10.700000000000001,0.5,29.529999,15.49,266.59625,0.1,2.54
-32.502778,19.535833,08-02-2011,177.8,3.2,0.2,34.18,18.02,282.80057,0.6,2.6699998
-25.45963889,28.26430556,08-02-2011,138.6,37.7,1.9000000000000001,30.4,16.52,260.99985,1.3000001,1.78
-26.970278,27.211111,09-02-2011,131.90001,70.9,3.5,28.439999,15.48,253.90158,9.2,1.8399999
-27.273889,28.49,09-02-2011,125.200005,63.2,3.2,27.59,13.83,252.39972,15.2,1.52
-28.69485,28.23487,09-02-2011,120.0,97.2,4.9,26.369999,13.599999,243.30159,10.1,1.61
-28.883333,27.89,09-02-2011,121.9,102.4,5.1000000000000005,26.849998,14.179999,241.79973,14.0,1.65
-27.02314,28.59389,10-02-2011,125.3,59.0,2.9000000000000004,27.55,13.7699995,253.69606,17.4,1.52
-30.679722,26.7125,10-02-2011,132.2,98.7,4.9,29.48,14.809999,256.3994,0.4,1.43
-30.534167,24.961944,10-02-2011,156.0,96.10000000000001,4.800000000000001,30.779999,16.0,267.10214,0.0,2.46
-34.031944,22.053333,10-02-2011,123.0,11.9,0.6000000000000001,26.949999,17.949999,251.40375,1.2,2.82
-34.039722,22.133333,10-02-2011,121.4,12.4,0.6000000000000001,26.74,18.24,250.59747,2.2,2.9199998
-32.595833,19.009444,10-02-2011,181.90001,1.6,0.1,34.1,18.279999,283.5989,2.6000001,3.12
-28.801278,31.955389,11-02-2011,130.3,82.0,4.1000000000000005,30.23,20.82,256.50217,22.300001,2.46
-29.658056,25.973333,11-02-2011,137.2,97.2,4.9,29.119999,14.96,263.7032,0.2,1.61
-28.068333,31.55,11-02-2011,131.3,67.7,3.4000000000000004,31.269999,20.21,262.00372,3.7,1.05
-28.760833,17.730278,13-02-2011,174.2,32.7,1.6,36.1,22.689999,270.2007,0.0,2.02
-29.7775,29.470833,14-02-2011,113.8,123.60000000000001,9.8,25.06,12.809999,245.10382,42.9,1.78
-29.987778,29.851667,14-02-2011,116.0,85.10000000000001,4.3,26.8,14.99,242.1001,61.9,1.74
-29.744167,29.905833,14-02-2011,119.8,91.5,4.6000000000000005,27.48,15.48,245.00107,58.3,1.6999999
-26.861111,28.884722,14-02-2011,124.9,55.1,2.8000000000000003,26.96,13.259999,257.99612,18.1,1.55
-26.45,28.085833,14-02-2011,127.200005,54.300000000000004,2.7,27.539999,14.429999,255.19792,8.0,1.63
-31.396,29.2651,14-02-2011,120.700005,44.900000000000006,2.2,28.119999,19.66,230.79662,18.300001,2.78
-25.20639,27.558,15-02-2011,145.0,49.800000000000004,2.5,31.279999,17.81,266.3038,1.1,1.92
-24.69514,27.40906,15-02-2011,150.40001,56.0,2.8000000000000003,31.929998,18.949999,271.79745,1.3000001,1.92
-26.006389,29.253889,15-02-2011,126.3,40.5,2.0,27.16,13.46,258.59686,11.3,1.64
-27.802778,28.768333,15-02-2011,119.4,71.7,3.6,26.539999,13.09,247.19853,11.5,1.43
-27.398611,26.614722,15-02-2011,136.2,87.9,4.4,29.51,16.449999,256.20178,3.7,1.77
-27.671111,27.236944,15-02-2011,132.3,77.80000000000001,3.9000000000000004,28.66,15.33,253.30083,10.400001,1.79
-29.160278,26.573333,15-02-2011,134.90001,105.4,5.300000000000001,29.24,15.11,259.1976,8.5,1.56
-30.568333,29.422778,15-02-2011,115.3,61.7,3.1,26.06,13.53,238.89877,26.7,2.02
-30.570833,29.150556,15-02-2011,114.9,67.8,3.4000000000000004,25.599998,13.21,239.60226,18.4,1.9499999
-33.38056,19.30167,15-02-2011,164.7,3.9000000000000004,0.2,30.179998,16.08,280.0972,4.6,3.3799999
-33.31388889,19.07472222,15-02-2011,176.2,3.1,0.2,32.559998,18.65,278.39774,6.2000003,3.55
-27.495556,26.074722,15-02-2011,137.40001,100.60000000000001,5.0,29.539999,16.42,259.498,0.4,1.76
-25.436111,31.982222,16-02-2011,128.2,37.0,1.9000000000000001,31.75,20.15,233.30235,7.7000003,1.01
-24.39619444,27.08983333,16-02-2011,155.6,32.800000000000004,1.6,32.309998,19.16,254.09918,1.4,1.9499999
-25.67386,31.57527,16-02-2011,132.40001,35.300000000000004,1.8,31.449999,20.43,238.59839,6.1,1.2099999
-30.733889,29.828333,16-02-2011,117.8,114.30000000000001,5.7,27.96,17.07,209.09866,24.6,2.0
-30.398056,30.601944,16-02-2011,124.5,121.60000000000001,6.1000000000000005,29.01,20.96,214.79784,35.5,2.6299999
-27.273889,28.49,16-02-2011,124.0,74.60000000000001,3.7,27.59,13.28,221.60364,10.6,1.8299999
-27.3,28.586944,16-02-2011,122.5,72.0,3.6,27.439999,13.139999,220.59976,10.2,1.8
-27.044444,27.005,16-02-2011,131.6,77.60000000000001,3.9000000000000004,28.769999,15.04,226.4017,6.9,1.91
-30.86013889,29.07125,16-02-2011,118.0,107.10000000000001,5.4,27.91,15.799999,209.00381,14.0,1.8
-30.77586667,29.03221667,16-02-2011,117.9,108.60000000000001,5.4,27.73,15.32,209.00381,13.400001,1.8299999
-33.13083,18.86278,16-02-2011,157.0,10.100000000000001,0.5,31.779999,17.38,240.701,2.9,2.48
-24.925278,29.324444,17-02-2011,148.5,28.900000000000002,1.4000000000000001,31.5,18.039999,248.09964,0.6,2.09
-27.00222,28.76528,17-02-2011,123.1,57.900000000000006,2.9000000000000004,27.359999,13.29,224.40186,12.2,1.77
-27.02314,28.59389,17-02-2011,125.0,63.0,3.1,27.68,13.49,224.4967,12.2,1.81
-22.43772222,31.07805556,18-02-2011,149.40001,17.7,0.9,34.14,21.47,254.39957,0.5,1.28
-29.803611,30.516111,18-02-2011,120.4,105.80000000000001,5.300000000000001,28.539999,17.65,216.90045,54.9,2.01
-25.99136,27.84208,21-02-2011,129.3,60.300000000000004,3.0,28.25,15.009999,234.70146,7.2000003,1.62
-26.861111,28.884722,21-02-2011,124.1,51.1,2.6,27.16,13.219999,227.50043,12.8,1.8499999
-26.73806,27.59194,21-02-2011,128.8,63.7,3.2,27.9,14.19,228.70192,8.2,1.88
-26.45,28.085833,21-02-2011,127.5,62.7,3.1,27.519999,14.09,230.89938,6.8,1.8199999
-27.01011111,26.69808333,22-02-2011,133.8,85.0,4.3,29.039999,15.44,228.29878,3.8,1.92
-27.169444,29.233889,22-02-2011,118.9,48.800000000000004,2.4000000000000004,26.4,12.84,224.59946,11.0,1.77
-26.98472222,26.63227778,22-02-2011,134.40001,86.30000000000001,4.3,29.22,15.7,227.60318,5.0,1.91
-27.398611,26.614722,22-02-2011,135.1,86.30000000000001,4.3,29.769999,15.71,224.40186,3.2,1.88
-29.160278,26.573333,22-02-2011,128.7,83.30000000000001,4.2,28.769999,13.58,213.30388,5.9,1.92
-33.818056,19.694722,22-02-2011,148.8,12.3,0.6000000000000001,30.359999,15.94,239.9975,3.2,2.61
-25.81048333,27.90955222,23-02-2011,134.6,52.5,2.6,29.5,16.279999,237.00168,1.2,1.65
-29.641944,30.6875,23-02-2011,123.1,101.30000000000001,5.1000000000000005,29.449999,19.09,220.19664,56.100002,1.91
-34.065833,20.404167,23-02-2011,138.2,13.100000000000001,0.7000000000000001,30.279999,17.369999,233.1996,1.8000001,2.12
-33.980556,21.653333,23-02-2011,125.200005,18.1,0.9,28.24,15.7699995,228.4964,1.1,2.19
-22.769722,30.886944,23-02-2011,139.0,28.3,1.4000000000000001,31.58,20.449999,250.89786,11.0,1.16
-27.00222,28.76528,23-02-2011,123.1,57.900000000000006,2.9000000000000004,27.359999,13.29,224.40186,12.2,1.77
-27.02314,28.59389,23-02-2011,125.0,63.0,3.1,27.68,13.49,224.4967,12.2,1.81
-27.38972222,26.46388889,23-02-2011,136.0,88.30000000000001,4.4,29.98,15.7699995,223.99872,0.4,1.9
-27.398611,26.614722,23-02-2011,135.1,86.30000000000001,4.3,29.769999,15.71,224.40186,3.2,1.88
-27.671111,27.236944,23-02-2011,129.7,84.2,4.2,28.869999,14.639999,220.2994,7.2000003,1.89
-27.356667,27.286389,23-02-2011,129.2,78.0,3.9000000000000004,28.67,14.69,222.9,7.8,1.8399999
-33.897778,20.012778,23-02-2011,137.5,11.700000000000001,0.6000000000000001,30.519999,16.35,238.29802,1.3000001,1.8499999
-23.763056,27.908611,24-02-2011,154.3,32.7,1.6,31.74,18.13,256.3994,1.0,2.03
-23.23572222,27.717,24-02-2011,159.2,23.6,1.2000000000000002,33.03,19.119999,261.90097,0.5,1.8499999
-28.44555556,32.325,24-02-2011,129.2,102.10000000000001,5.1000000000000005,30.34,21.91,228.20393,32.7,2.1
-30.679722,26.7125,24-02-2011,127.4,88.60000000000001,4.4,28.63,13.25,215.00336,0.4,1.8499999
-30.160091,27.40124,24-02-2011,121.200005,97.80000000000001,4.9,27.59,13.469999,209.09866,8.400001,1.74
-30.336111,27.359444,24-02-2011,122.200005,94.0,4.7,27.65,13.21,211.29613,9.5,1.77
-28.460833,21.248889,24-02-2011,169.6,121.0,6.0,34.42,18.01,233.49997,0.0,2.31
-22.91028,29.61111,25-02-2011,143.3,24.3,1.2000000000000002,30.789999,18.93,257.00015,1.5,1.5
-28.760833,17.730278,27-02-2011,190.7,21.400000000000002,1.1,36.21,22.35,245.19868,0.0,2.49
-24.183889,30.823889,01-03-2011,139.40001,29.900000000000002,1.5,31.97,20.81,245.3963,2.5,1.3199999
-27.398611,26.614722,01-03-2011,135.1,86.30000000000001,4.3,29.769999,15.71,224.40186,3.2,1.88
-27.671111,27.236944,01-03-2011,129.7,84.2,4.2,28.869999,14.639999,220.2994,7.2000003,1.89
-29.160278,26.573333,01-03-2011,128.7,83.30000000000001,4.2,28.769999,13.58,213.30388,5.9,1.92
-27.495556,26.074722,01-03-2011,135.6,92.10000000000001,4.6000000000000005,29.72,15.089999,224.19633,0.4,1.9399999
-23.658056,31.05,02-03-2011,137.1,27.400000000000002,1.4000000000000001,32.309998,21.26,246.40018,1.4,1.01
-26.648056,27.089444,02-03-2011,131.7,71.3,3.6,28.41,14.69,231.39737,1.3000001,1.9
-27.802778,28.768333,02-03-2011,115.200005,69.9,3.5,26.5,12.55,214.1971,8.0,1.5999999
-24.679167,30.8025,03-03-2011,123.3,55.300000000000004,2.8000000000000003,25.869999,15.53,247.90204,42.2,1.64
-27.273889,28.49,03-03-2011,124.0,74.60000000000001,3.7,27.59,13.28,221.60364,10.6,1.8299999
-27.3,28.586944,03-03-2011,122.5,72.0,3.6,27.439999,13.139999,220.59976,10.2,1.8
-30.679722,26.7125,03-03-2011,127.4,88.60000000000001,4.4,28.63,13.25,215.00336,0.4,1.8499999
-27.02314,28.59389,04-03-2011,125.0,63.0,3.1,27.68,13.49,224.4967,12.2,1.81
-25.99136,27.84208,07-03-2011,129.3,60.300000000000004,3.0,28.25,15.009999,234.70146,7.2000003,1.62
-31.554722,29.245556,07-03-2011,115.5,106.10000000000001,5.300000000000001,27.39,18.22,208.90106,14.1,2.23
-27.01011111,26.69808333,08-03-2011,133.8,85.0,4.3,29.039999,15.44,228.29878,3.8,1.92
-27.802778,28.768333,08-03-2011,115.200005,69.9,3.5,26.5,12.55,214.1971,8.0,1.5999999
-26.98472222,26.63227778,08-03-2011,134.40001,86.30000000000001,4.3,29.22,15.7,227.60318,5.0,1.91
-27.398611,26.614722,08-03-2011,135.1,86.30000000000001,4.3,29.769999,15.71,224.40186,3.2,1.88
-27.671111,27.236944,08-03-2011,129.7,84.2,4.2,28.869999,14.639999,220.2994,7.2000003,1.89
-29.160278,26.573333,08-03-2011,128.7,83.30000000000001,4.2,28.769999,13.58,213.30388,5.9,1.92
-31.396,29.2651,08-03-2011,120.700005,112.7,5.6000000000000005,28.26,19.02,210.10254,14.1,2.26
-25.45963889,28.26430556,08-03-2011,140.6,39.300000000000004,2.0,30.58,16.98,241.69698,1.3000001,1.78
-25.81048333,27.90955222,09-03-2011,134.6,52.5,2.6,29.5,16.279999,237.00168,1.2,1.65
-22.225556,29.990556,09-03-2011,155.7,16.400000000000002,0.8,33.77,21.57,263.60043,0.2,1.4
-26.03611,30.99778,09-03-2011,134.6,59.800000000000004,3.0,29.289999,18.64,244.80345,29.300001,1.5899999
-28.404444,30.013056,09-03-2011,124.0,75.4,3.8000000000000003,28.8,15.639999,222.19649,11.8,1.6999999
-29.380556,30.2775,09-03-2011,113.6,101.4,5.1000000000000005,26.88,14.78,217.89642,50.9,1.66
-26.648056,27.089444,09-03-2011,131.7,71.3,3.6,28.41,14.69,231.39737,1.3000001,1.9
-26.970278,27.211111,09-03-2011,131.5,72.0,3.6,28.599998,14.91,227.69804,7.1,1.89
-27.273889,28.49,09-03-2011,124.0,74.60000000000001,3.7,27.59,13.28,221.60364,10.6,1.8299999
